filepath,label,original_split,label_id,split
/content/DATA_SET_A_O_L-1/train/rottenoranges/rotated_by_60_Screen-Shot-2018-06-12-at-11-47-08-PM_png.rf.8f55bb8e8c86ebdb9d807f6d9b73a1bd.jpg,rottenoranges,train,5,train
/content/DATA_SET_A_O_L-1/train/freshoranges/rotated_by_60_Screen-Shot-2018-06-12-at-11-56-20-PM_png.rf.d17ba56160ac85c1bb3641e2c2fc31cc.jpg,freshoranges,train,2,train
/content/DATA_SET_A_O_L-1/train/rottenoranges/saltandpepper_Screen-Shot-2018-06-12-at-11-18-41-PM_png.rf.73455eabefe95ca420bdec8969f8cb76.jpg,rottenoranges,train,5,train
/content/DATA_SET_A_O_L-1/train/rottenoranges/rotated_by_15_Screen-Shot-2018-06-12-at-11-27-46-PM_png.rf.9ab11cc3a92dfd2fdd90889484a65102.jpg,rottenoranges,train,5,train
/content/DATA_SET_A_O_L-1/train/freshlemons/good_quality_489_jpg.rf.7401a62fda1939d95ebe97e66c9d65b6.jpg,freshlemons,train,1,train
/content/DATA_SET_A_O_L-1/train/rottenoranges/rotated_by_60_Screen-Shot-2018-06-12-at-11-24-12-PM_png.rf.271e63740338594550d41d41626f448f.jpg,rottenoranges,train,5,train
/content/DATA_SET_A_O_L-1/train/rottenlemons/bad_quality_764_jpg.rf.d80ab890a34d7352847b821e44424cf0.jpg,rottenlemons,train,4,train
/content/DATA_SET_A_O_L-1/test/freshapples/rotated_by_60_Screen-Shot-2018-06-08-at-5-04-59-PM_png.rf.a0219c6ea4db4d89b2ebe3a5d7d00368.jpg,freshapples,test,0,train
/content/DATA_SET_A_O_L-1/valid/rottenoranges/translation_Screen-Shot-2018-06-12-at-11-25-16-PM_png.rf.b05ea59270f65e6503b2b789ab5b1d1d.jpg,rottenoranges,validation,5,train
/content/DATA_SET_A_O_L-1/test/rottenoranges/saltandpepper_Screen-Shot-2018-06-12-at-11-31-01-PM_png.rf.e9d0224802f3a34604a6a13eec2e6607.jpg,rottenoranges,test,5,train
/content/DATA_SET_A_O_L-1/train/rottenapples/vertical_flip_Screen-Shot-2018-06-08-at-2-47-49-PM_png.rf.75e8dead922ccbf23ee211af717f6356.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/freshapples/vertical_flip_Screen-Shot-2018-06-08-at-5-06-47-PM_png.rf.5b3d64988c172de0dcf8dc033c5fe673.jpg,freshapples,train,0,train
/content/DATA_SET_A_O_L-1/train/freshlemons/good_quality_920_jpg.rf.f6e8da04345fd13f67b3512a0b4082af.jpg,freshlemons,train,1,train
/content/DATA_SET_A_O_L-1/train/freshapples/translation_Screen-Shot-2018-06-08-at-5-03-26-PM_png.rf.9501f8de7d4a33a5bd245afaa82bc0bb.jpg,freshapples,train,0,train
/content/DATA_SET_A_O_L-1/train/freshlemons/good_quality_1117_jpg.rf.7b6177d98814236898fd6791e87a0e7d.jpg,freshlemons,train,1,train
/content/DATA_SET_A_O_L-1/train/freshapples/vertical_flip_Screen-Shot-2018-06-08-at-5-03-10-PM_png.rf.adf7480b257238e39343b2e820803ee4.jpg,freshapples,train,0,train
/content/DATA_SET_A_O_L-1/train/freshapples/vertical_flip_Screen-Shot-2018-06-08-at-5-08-46-PM_png.rf.54b8df887e26990baf6b7e353b643593.jpg,freshapples,train,0,train
/content/DATA_SET_A_O_L-1/train/freshapples/rotated_by_60_Screen-Shot-2018-06-08-at-5-25-37-PM_png.rf.4544f8e571474ddadd39dcc480131ac1.jpg,freshapples,train,0,train
/content/DATA_SET_A_O_L-1/train/rottenapples/rotated_by_60_Screen-Shot-2018-06-07-at-2-39-35-PM_png.rf.fd7c703a0b2b297866bcfd3fb49b8288.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/test/rottenlemons/bad_quality_430_jpg.rf.bcea88003afc9245de90652d64bb255c.jpg,rottenlemons,test,4,train
/content/DATA_SET_A_O_L-1/train/rottenoranges/rotated_by_15_Screen-Shot-2018-06-12-at-11-23-24-PM_png.rf.0f098222546daf3396931bce916428da.jpg,rottenoranges,train,5,train
/content/DATA_SET_A_O_L-1/train/rottenlemons/bad_quality_560_jpg.rf.d4fa6923ba370619300290b9acf8a3ae.jpg,rottenlemons,train,4,train
/content/DATA_SET_A_O_L-1/train/rottenapples/translation_Screen-Shot-2018-06-07-at-3-00-33-PM_png.rf.d9273894a1df2490747b0fa8277903af.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/freshoranges/saltandpepper_Screen-Shot-2018-06-13-at-12-02-05-AM_png.rf.df8e044495342193d70c93e2e1b87e7a.jpg,freshoranges,train,2,train
/content/DATA_SET_A_O_L-1/valid/freshapples/rotated_by_60_Screen-Shot-2018-06-08-at-5-11-59-PM_png.rf.74fd3e0492df22f085e3f982404485c7.jpg,freshapples,validation,0,train
/content/DATA_SET_A_O_L-1/train/rottenapples/Screen-Shot-2018-06-07-at-2-45-55-PM_png.rf.11b8250baf3cdaed9178f15b4a9aaf0c.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/freshoranges/rotated_by_60_Screen-Shot-2018-06-13-at-12-04-26-AM_png.rf.a50a24be6f29c50287c7327c324d17a0.jpg,freshoranges,train,2,train
/content/DATA_SET_A_O_L-1/train/rottenoranges/vertical_flip_Screen-Shot-2018-06-12-at-11-36-14-PM_png.rf.afc504e9075ea1baae18c78b3115217e.jpg,rottenoranges,train,5,train
/content/DATA_SET_A_O_L-1/valid/freshoranges/rotated_by_30_Screen-Shot-2018-06-13-at-12-09-37-AM_png.rf.ca3501d0d3bc5c4ec97846952291eb57.jpg,freshoranges,validation,2,train
/content/DATA_SET_A_O_L-1/train/rottenapples/translation_Screen-Shot-2018-06-07-at-3-01-09-PM_png.rf.6390fab498ac9be622559f6f2bef6152.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/rottenoranges/rotated_by_75_Screen-Shot-2018-06-12-at-11-45-57-PM_png.rf.c618d164a25bc4aa06795f7a7c42f70d.jpg,rottenoranges,train,5,train
/content/DATA_SET_A_O_L-1/train/freshlemons/good_quality_719_jpg.rf.acf814beaf2131409cd5791909543fb9.jpg,freshlemons,train,1,train
/content/DATA_SET_A_O_L-1/valid/rottenapples/translation_Screen-Shot-2018-06-08-at-2-52-05-PM_png.rf.d7fb0ec37d9a1bd3067ea508d579fb0a.jpg,rottenapples,validation,3,train
/content/DATA_SET_A_O_L-1/train/rottenapples/rotated_by_45_Screen-Shot-2018-06-08-at-2-42-52-PM_png.rf.7d209fb87de6d076759d087e72820cf5.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/freshoranges/rotated_by_30_Screen-Shot-2018-06-12-at-11-50-19-PM_png.rf.2a619af8998ace606acae68dcc6f839d.jpg,freshoranges,train,2,train
/content/DATA_SET_A_O_L-1/valid/freshapples/vertical_flip_Screen-Shot-2018-06-08-at-5-24-26-PM_png.rf.a9bd36f2c30e0219e613e4a7fc306bcc.jpg,freshapples,validation,0,train
/content/DATA_SET_A_O_L-1/test/freshapples/rotated_by_30_Screen-Shot-2018-06-08-at-5-33-05-PM_png.rf.e656f74ae47f0bb53465432ed8ab0f85.jpg,freshapples,test,0,train
/content/DATA_SET_A_O_L-1/train/freshapples/Screen-Shot-2018-06-08-at-5-20-32-PM_png.rf.416dccf6e107fc80566cbedba13e1c29.jpg,freshapples,train,0,train
/content/DATA_SET_A_O_L-1/train/freshapples/Screen-Shot-2018-06-08-at-5-15-14-PM_png.rf.15cb40e1fce002c322976aca7801b546.jpg,freshapples,train,0,train
/content/DATA_SET_A_O_L-1/train/rottenapples/translation_Screen-Shot-2018-06-08-at-2-28-12-PM_png.rf.aef7c43331a979cd77a6a5b8e925f3f8.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/freshapples/saltandpepper_Screen-Shot-2018-06-08-at-5-32-50-PM_png.rf.9ffea5c0a19509a6c5f2d77853faf3de.jpg,freshapples,train,0,train
/content/DATA_SET_A_O_L-1/train/freshlemons/good_quality_301_jpg.rf.dbcd04170b5f9123e918be6278bf0901.jpg,freshlemons,train,1,train
/content/DATA_SET_A_O_L-1/train/freshapples/rotated_by_45_Screen-Shot-2018-06-08-at-5-18-42-PM_png.rf.47cffb2d6fa2d4d524836db72c5050d7.jpg,freshapples,train,0,train
/content/DATA_SET_A_O_L-1/train/freshapples/saltandpepper_Screen-Shot-2018-06-08-at-5-14-01-PM_png.rf.e1e9871c8afa1b9029912428f7aae42c.jpg,freshapples,train,0,train
/content/DATA_SET_A_O_L-1/train/rottenoranges/translation_Screen-Shot-2018-06-12-at-11-26-24-PM_png.rf.f3b67dd56833f4be59038f9b1aab6d7c.jpg,rottenoranges,train,5,train
/content/DATA_SET_A_O_L-1/train/freshoranges/rotated_by_30_Screen-Shot-2018-06-13-at-12-08-29-AM_png.rf.6b809231f4f9660ad2cddbb7f70df428.jpg,freshoranges,train,2,train
/content/DATA_SET_A_O_L-1/valid/freshlemons/good_quality_325_jpg.rf.494f01e74a8be0e090815f1d1f6c1f3a.jpg,freshlemons,validation,1,train
/content/DATA_SET_A_O_L-1/train/freshapples/rotated_by_60_Screen-Shot-2018-06-08-at-5-24-19-PM_png.rf.04b4d37ac84da23bf49b1581affcf9e6.jpg,freshapples,train,0,train
/content/DATA_SET_A_O_L-1/train/rottenapples/rotated_by_60_Screen-Shot-2018-06-07-at-2-22-39-PM_png.rf.7241349099b9f49612916fd61cc52e57.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/rottenapples/rotated_by_75_Screen-Shot-2018-06-07-at-3-04-04-PM_png.rf.9c072a8a4a5a06b380aa0916458be04c.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/rottenapples/rotated_by_60_Screen-Shot-2018-06-07-at-2-20-34-PM_png.rf.538e4c6715070e72680f47b6095d4c68.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/rottenapples/vertical_flip_Screen-Shot-2018-06-07-at-2-39-26-PM_png.rf.cc92599d3d342f9ff1f9c5e387ce9911.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/rottenoranges/rotated_by_60_Screen-Shot-2018-06-12-at-11-28-04-PM_png.rf.5a2a35d46f3f07ed6cf3cd960bcd22d5.jpg,rottenoranges,train,5,train
/content/DATA_SET_A_O_L-1/train/rottenapples/vertical_flip_Screen-Shot-2018-06-08-at-2-30-40-PM_png.rf.fdee88c3a45297561db3602614966db8.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/test/freshoranges/saltandpepper_Screen-Shot-2018-06-13-at-12-00-06-AM_png.rf.f7efa318bb86cdec2308f6b1b9022618.jpg,freshoranges,test,2,train
/content/DATA_SET_A_O_L-1/valid/rottenapples/rotated_by_15_Screen-Shot-2018-06-07-at-2-54-49-PM_png.rf.4bf1b0e8f14d78228ab1c7719ab5afc9.jpg,rottenapples,validation,3,train
/content/DATA_SET_A_O_L-1/train/rottenapples/rotated_by_75_Screen-Shot-2018-06-07-at-3-03-38-PM_png.rf.ba0cf8b9b9533a804e7383bd619b538c.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/test/rottenapples/rotated_by_60_Screen-Shot-2018-06-07-at-2-38-49-PM_png.rf.638f0e3e33c95cb0f408d38b9a4f8c4c.jpg,rottenapples,test,3,train
/content/DATA_SET_A_O_L-1/train/rottenapples/rotated_by_45_Screen-Shot-2018-06-07-at-2-41-14-PM_png.rf.a68c3750f1f5e2374a0563d75baa576e.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/valid/rottenoranges/vertical_flip_Screen-Shot-2018-06-12-at-11-44-54-PM_png.rf.6664c2165c73790be8a57030b36fffd3.jpg,rottenoranges,validation,5,train
/content/DATA_SET_A_O_L-1/train/rottenapples/Screen-Shot-2018-06-07-at-2-43-13-PM_png.rf.16546ea2d8ce42d4805f292f4daafb89.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/rottenapples/rotated_by_75_Screen-Shot-2018-06-07-at-2-41-23-PM_png.rf.ad7e64bf0bb0ea908f1d8126c5a31996.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/test/rottenapples/vertical_flip_Screen-Shot-2018-06-07-at-2-41-23-PM_png.rf.7864f702862c6c64a07b8e920fc1e9c7.jpg,rottenapples,test,3,train
/content/DATA_SET_A_O_L-1/train/rottenapples/translation_Screen-Shot-2018-06-08-at-2-23-48-PM_png.rf.879aaa42926f2252469cc812adcf0503.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/rottenoranges/saltandpepper_Screen-Shot-2018-06-12-at-11-36-14-PM_png.rf.55f6785f4a408266e679e36fbf9b7539.jpg,rottenoranges,train,5,train
/content/DATA_SET_A_O_L-1/train/freshoranges/saltandpepper_Screen-Shot-2018-06-13-at-12-01-10-AM_png.rf.ee5083f6f562f492c93665a9abac0e38.jpg,freshoranges,train,2,train
/content/DATA_SET_A_O_L-1/test/freshapples/rotated_by_75_Screen-Shot-2018-06-08-at-5-13-40-PM_png.rf.a1a34d8e5a8947d144de80ab7f915e4e.jpg,freshapples,test,0,train
/content/DATA_SET_A_O_L-1/train/freshoranges/vertical_flip_Screen-Shot-2018-06-13-at-12-17-19-AM_png.rf.39a58d44c611f62e5bbb49b965b42120.jpg,freshoranges,train,2,train
/content/DATA_SET_A_O_L-1/train/freshapples/rotated_by_45_Screen-Shot-2018-06-08-at-5-14-48-PM_png.rf.d33d9bdf3bf452c4bfb868eef8cc84a9.jpg,freshapples,train,0,train
/content/DATA_SET_A_O_L-1/train/freshapples/Screen-Shot-2018-06-08-at-5-11-24-PM_png.rf.41be5382f1c1f05ab8669ba77decf952.jpg,freshapples,train,0,train
/content/DATA_SET_A_O_L-1/train/freshoranges/saltandpepper_Screen-Shot-2018-06-13-at-12-08-41-AM_png.rf.ce2426a9c6ce3be8078cf3807086ee89.jpg,freshoranges,train,2,train
/content/DATA_SET_A_O_L-1/train/rottenapples/rotated_by_45_Screen-Shot-2018-06-07-at-2-55-27-PM_png.rf.6479c0793a942dba126105d92f28e796.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/rottenapples/rotated_by_75_Screen-Shot-2018-06-07-at-2-43-34-PM_png.rf.88e75f3b2b141047a23abf8ffb74157b.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/rottenlemons/bad_quality_306_jpg.rf.c76671c9f4a32cfa45bd0e825c84a3ad.jpg,rottenlemons,train,4,train
/content/DATA_SET_A_O_L-1/train/rottenapples/rotated_by_45_Screen-Shot-2018-06-08-at-2-29-33-PM_png.rf.3bf8dc038c557f2c23b036dfe871c6f3.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/freshapples/Screen-Shot-2018-06-08-at-5-01-15-PM_png.rf.9e4a5feab871c7432065f85c26436fd3.jpg,freshapples,train,0,train
/content/DATA_SET_A_O_L-1/train/freshlemons/good_quality_467_jpg.rf.31ac82003930b40e610b5c9b1e4c090b.jpg,freshlemons,train,1,train
/content/DATA_SET_A_O_L-1/train/rottenlemons/bad_quality_252_jpg.rf.36e3be83f5117e15d7f91eea2f13d912.jpg,rottenlemons,train,4,train
/content/DATA_SET_A_O_L-1/train/rottenoranges/vertical_flip_Screen-Shot-2018-06-12-at-11-28-04-PM_png.rf.be56871c83ed2bdf0daa065f89f564c6.jpg,rottenoranges,train,5,train
/content/DATA_SET_A_O_L-1/train/freshlemons/good_quality_400_jpg.rf.e01f947eeacd0f2a339631736d29c6c7.jpg,freshlemons,train,1,train
/content/DATA_SET_A_O_L-1/valid/rottenapples/vertical_flip_Screen-Shot-2018-06-07-at-2-42-25-PM_png.rf.be20d79b1c9badc7f9c27aed71aceb7a.jpg,rottenapples,validation,3,train
/content/DATA_SET_A_O_L-1/train/rottenapples/rotated_by_60_Screen-Shot-2018-06-07-at-2-54-49-PM_png.rf.0f487b8a59874a019c9d4b4091874d26.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/rottenoranges/rotated_by_30_Screen-Shot-2018-06-12-at-11-45-42-PM_png.rf.767fc632c3d0d1ccaa48646581c89365.jpg,rottenoranges,train,5,train
/content/DATA_SET_A_O_L-1/train/rottenapples/rotated_by_60_Screen-Shot-2018-06-07-at-2-53-20-PM_png.rf.b30f85ccc6c50b01ba85b26d13f846f1.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/freshlemons/good_quality_1044_jpg.rf.1bc3b445df5efed005980f92ab210c23.jpg,freshlemons,train,1,train
/content/DATA_SET_A_O_L-1/train/freshapples/rotated_by_30_Screen-Shot-2018-06-08-at-5-05-06-PM_png.rf.2d3ca143d3c0f93f971557417f7d3fe1.jpg,freshapples,train,0,train
/content/DATA_SET_A_O_L-1/train/freshapples/Screen-Shot-2018-06-08-at-5-25-43-PM_png.rf.572a30b5aec787c03443e6345f644f8e.jpg,freshapples,train,0,train
/content/DATA_SET_A_O_L-1/train/rottenapples/rotated_by_45_Screen-Shot-2018-06-08-at-2-51-55-PM_png.rf.8b6badbebb1a31fce1a120d0d28d7736.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/freshlemons/good_quality_86_jpg.rf.d57d387a55ee13b66c323f22e77712ef.jpg,freshlemons,train,1,train
/content/DATA_SET_A_O_L-1/train/rottenoranges/vertical_flip_Screen-Shot-2018-06-12-at-11-30-06-PM_png.rf.e82cc79d1e50a62af2602069a51fcd06.jpg,rottenoranges,train,5,train
/content/DATA_SET_A_O_L-1/train/rottenoranges/rotated_by_60_Screen-Shot-2018-06-12-at-11-23-24-PM_png.rf.1539919948269056966ef3ea54af8cb9.jpg,rottenoranges,train,5,train
/content/DATA_SET_A_O_L-1/train/rottenlemons/bad_quality_716_jpg.rf.a997010f233312e9839deebb291c5820.jpg,rottenlemons,train,4,train
/content/DATA_SET_A_O_L-1/train/rottenapples/Screen-Shot-2018-06-07-at-2-40-28-PM_png.rf.1b47cfc2f2a8344189ad08c8a47a86f6.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/freshapples/vertical_flip_Screen-Shot-2018-06-08-at-5-24-12-PM_png.rf.31e1e8ecd31f4a41075da40cebcbdbbd.jpg,freshapples,train,0,train
/content/DATA_SET_A_O_L-1/test/rottenapples/rotated_by_30_Screen-Shot-2018-06-07-at-3-06-06-PM_png.rf.2d25fc7b79fa92c229957e86ea046403.jpg,rottenapples,test,3,train
/content/DATA_SET_A_O_L-1/train/rottenoranges/saltandpepper_Screen-Shot-2018-06-12-at-11-30-28-PM_png.rf.802d1008598e926b18fff6e3599a912f.jpg,rottenoranges,train,5,train
/content/DATA_SET_A_O_L-1/train/freshapples/saltandpepper_Screen-Shot-2018-06-08-at-5-24-12-PM_png.rf.c5cb6f824606b4c4cf61d0c58337eeeb.jpg,freshapples,train,0,train
/content/DATA_SET_A_O_L-1/train/freshapples/rotated_by_60_Screen-Shot-2018-06-08-at-5-14-07-PM_png.rf.46d1a9723ca84ec866af84011afb9b90.jpg,freshapples,train,0,train
/content/DATA_SET_A_O_L-1/train/rottenoranges/Screen-Shot-2018-06-12-at-11-44-29-PM_png.rf.fccdf384dc8978ee10a6460028e3ec15.jpg,rottenoranges,train,5,train
/content/DATA_SET_A_O_L-1/test/rottenapples/rotated_by_45_Screen-Shot-2018-06-07-at-2-37-20-PM_png.rf.98bddbe290da728ed7cfca9248bce895.jpg,rottenapples,test,3,train
/content/DATA_SET_A_O_L-1/train/rottenoranges/vertical_flip_Screen-Shot-2018-06-12-at-11-37-41-PM_png.rf.e7502cea72c02a5a1d5dbecf048f520f.jpg,rottenoranges,train,5,train
/content/DATA_SET_A_O_L-1/train/freshoranges/saltandpepper_Screen-Shot-2018-06-12-at-11-59-11-PM_png.rf.070ffd74f2a8d791fba00f11c0a4b35c.jpg,freshoranges,train,2,train
/content/DATA_SET_A_O_L-1/train/rottenoranges/vertical_flip_Screen-Shot-2018-06-12-at-11-26-07-PM_png.rf.03c240a1977e1c2f281d61a64ba13941.jpg,rottenoranges,train,5,train
/content/DATA_SET_A_O_L-1/train/freshapples/Screen-Shot-2018-06-08-at-5-19-28-PM_png.rf.68f71638add1d71f822383c50869d347.jpg,freshapples,train,0,train
/content/DATA_SET_A_O_L-1/train/freshoranges/Screen-Shot-2018-06-13-at-12-00-54-AM_png.rf.a26e4c408d4630cd56caf9d0f3bd71b0.jpg,freshoranges,train,2,train
/content/DATA_SET_A_O_L-1/train/rottenapples/rotated_by_15_Screen-Shot-2018-06-07-at-3-04-24-PM_png.rf.972c1c1e482c3892a1b1fb609c45fc82.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/valid/freshapples/rotated_by_15_Screen-Shot-2018-06-08-at-5-11-52-PM_png.rf.b13ce0f661bd8b9dff6e3e4358a90d7e.jpg,freshapples,validation,0,train
/content/DATA_SET_A_O_L-1/train/rottenapples/rotated_by_30_Screen-Shot-2018-06-07-at-2-47-01-PM_png.rf.9b00d84e9a4f083f215054f62aaa5b8c.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/freshoranges/translation_Screen-Shot-2018-06-13-at-12-16-45-AM_png.rf.b43bbebfd352731c52eac2bf69b75be2.jpg,freshoranges,train,2,train
/content/DATA_SET_A_O_L-1/train/rottenapples/rotated_by_75_Screen-Shot-2018-06-07-at-2-20-34-PM_png.rf.dbd60b25ccb662fbee050d9bc7331082.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/rottenapples/rotated_by_75_Screen-Shot-2018-06-07-at-2-31-59-PM_png.rf.5bbccc4cb3b22ef2adef3ada6b9596a3.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/freshlemons/good_quality_327_jpg.rf.5e0e7ce5564384eca59dd5bff6a67004.jpg,freshlemons,train,1,train
/content/DATA_SET_A_O_L-1/train/freshoranges/rotated_by_30_Screen-Shot-2018-06-13-at-12-00-06-AM_png.rf.93cf6fb584a90c91ba3a6e325f6f12c6.jpg,freshoranges,train,2,train
/content/DATA_SET_A_O_L-1/train/freshoranges/saltandpepper_Screen-Shot-2018-06-13-at-12-18-23-AM_png.rf.8bd8e9b19301567d17b5ebf076533dc8.jpg,freshoranges,train,2,train
/content/DATA_SET_A_O_L-1/valid/rottenlemons/bad_quality_470_jpg.rf.b1821e7aea88b5a120e5e0c9d253f45c.jpg,rottenlemons,validation,4,train
/content/DATA_SET_A_O_L-1/train/freshapples/rotated_by_45_Screen-Shot-2018-06-08-at-5-32-43-PM_png.rf.39d101685adca5dd8628316bfa42b207.jpg,freshapples,train,0,train
/content/DATA_SET_A_O_L-1/train/rottenapples/rotated_by_15_Screen-Shot-2018-06-07-at-3-02-51-PM_png.rf.8ad3ad196e5efc633530d228da9e971b.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/rottenlemons/bad_quality_487_jpg.rf.c44a9b0047c5ce14ad33d049aac3a8b7.jpg,rottenlemons,train,4,train
/content/DATA_SET_A_O_L-1/train/rottenapples/saltandpepper_Screen-Shot-2018-06-08-at-2-30-51-PM_png.rf.e8e86cf09669b918dca43e35ec635dbe.jpg,rottenapples,train,3,train
/content/DATA_SET_A_O_L-1/train/freshoranges/translation_Screen-Shot-2018-06-13-at-12-01-58-AM_png.rf.4750024cb49f31959d8792dfba409781.jpg,freshoranges,train,2,train
/content/DATA_SET_A_O_L-1/train/freshapples/translation_Screen-Shot-2018-06-08-at-5-33-11-PM_png.rf.6a145e9e3cb88cf906356f0a99cd31b7.jpg,freshapples,train,0,train
/content/DATA_SET_A_O_L-1/train/rottenoranges/rotated_by_75_Screen-Shot-2018-06-12-at-11-39-02-PM_png.rf.86fec33ce49dd737d55b238d2d4dc886.jpg,rottenoranges,train,5,train
/content/DATA_SET_A_O_L-1/train/freshoranges/saltandpepper_Screen-Shot-2018-06-12-at-11-58-02-PM_png.rf.65f122abd0e5bb6b840e7a72cf3b5855.jpg,freshoranges,train,2,train
/content/DATA_SET_A_O_L-1/valid/freshapples/rotated_by_30_Screen-Shot-2018-06-08-at-5-19-58-PM_png.rf.22b11645212181da788abc5476bb93ab.jpg,freshapples,validation,0,train
/content/DATA_SET_A_O_L-1/train/rottenapples/rotated_by_75_Screen-Shot-2018-06-08-at-2-51-28-PM_png.rf.1a4d893d59c59226041e535a01d52f28.jpg,rottenapples,train,3,train
